"gameid","playid","period","strength","time","event","description","playersAway","playersPosAway","playersHome","playersPosAway.1"
"2013020005",230,3,"EV","11:278:33","FAC","DET won Off. Zone - BUF #9 OTT vs DET #90 WEISS","9 63 23 6 55 30","C C L D D G","90 93 11 4 65 35","C C L D D G"
"2013020005",231,3,"EV","12:357:25","GIVE","DET GIVEAWAY - #35 HOWARD, Def. Zone","25 28 65 3 10 30","C C C D D G","18 44 71 2 27 35","C C C D D G"
"2013020005",232,3,"EV","12:367:24","GOAL","BUF #28 GIRGENSONS(1), Backhand, Off. Zone, 15 ft.Assist: #65 FLYNN(1)","25 28 65 3 10 30","C C C D D G","18 44 71 2 27 35","C C C D D G"
"2013020005",233,3,"EV","12:367:24","FAC","DET won Neu. Zone - BUF #25 GRIGORENKO vs DET #18 ANDERSSON","25 28 65 3 10 30","C C C D D G","18 44 71 2 27 35","C C C D D G"
"2013020005",234,3,"EV","13:056:55","SHOT","DET ONGOAL - #71 CLEARY, Wrist, Off. Zone, 62 ft.","25 21 26 3 20 30","C R L D D G","18 44 71 2 27 35","C R L D D G"
"2013020005",235,3," ","13:326:28","STOP","ICING","19 21 26 20 57 30","C R L D D G","18 71 40 4 55 35","C R L D D G"
"2013020005",236,3,"EV","13:326:28","FAC","BUF won Off. Zone - BUF #19 HODGSON vs DET #40 ZETTERBERG","19 21 26 20 57 30","C R L D D G","18 71 40 4 55 35","C R L D D G"
"2013020005",237,3,"EV","13:426:18","SHOT","BUF ONGOAL - #19 HODGSON, Wrist, Off. Zone, 9 ft.","19 21 26 20 57 30","C R L D D G","18 71 40 4 55 35","C R L D D G"
"2013020005",238,3,"EV","13:506:10","GIVE","DET GIVEAWAY - #40 ZETTERBERG, Def. Zone","19 21 26 20 57 30","C R L D D G","18 71 40 4 55 35","C R L D D G"
"2013020005",239,3," ","13:586:02","STOP","PUCK FROZEN","19 21 26 20 57 30","C R L D D G","18 71 40 4 55 35","C R L D D G"
"2013020005",240,3,"EV","13:586:02","FAC","BUF won Off. Zone - BUF #9 OTT vs DET #13 DATSYUK","9 63 23 6 55 30","C C L D D G","13 8 40 2 27 35","C C L D D G"
"2013020005",241,3,"EV","14:075:53","SHOT","DET ONGOAL - #40 ZETTERBERG, Wrist, Off. Zone, 43 ft.","9 63 23 6 55 30","C C L D D G","13 8 40 2 27 35","C C L D D G"
"2013020005",242,3,"EV","14:095:51","HIT","BUF #55 RISTOLAINEN HIT DET #40 ZETTERBERG, Def. Zone","9 63 23 6 55 30","C C L D D G","13 8 40 2 27 35","C C L D D G"
"2013020005",243,3,"EV","14:125:48","HIT","DET #8 ABDELKADER HIT BUF #63 ENNIS, Off. Zone","9 63 23 6 55 30","C C L D D G","13 8 40 2 27 35","C C L D D G"
"2013020005",244,3," ","14:125:48","STOP","PUCK IN CROWD,TV TIMEOUT","9 63 23 6 55 30","C C L D D G","13 8 40 2 27 35","C C L D D G"
"2013020005",245,3,"EV","14:125:48","FAC","DET won Off. Zone - BUF #9 OTT vs DET #90 WEISS","9 63 23 6 55 30","C C L D D G","90 93 11 2 27 35","C C L D D G"
"2013020005",246,3,"EV","14:205:40","HIT","BUF #9 OTT HIT DET #90 WEISS, Def. Zone","9 63 23 6 55 30","C C L D D G","90 93 11 2 27 35","C C L D D G"
"2013020005",247,3,"EV","14:395:21","BLOCK","DET #90 WEISS BLOCKED BY  BUF #6 WEBER, Slap, Def. Zone","9 63 23 6 55 30","C C L D D G","90 93 11 2 27 35","C C L D D G"
"2013020005",248,3," ","14:445:16","STOP","ICING","9 63 23 6 55 30","C C L D D G","90 93 11 2 27 35","C C L D D G"
"2013020005",249,3,"EV","14:445:16","FAC","BUF won Def. Zone - BUF #9 OTT vs DET #18 ANDERSSON","9 63 23 6 55 30","C C L D D G","18 44 71 4 65 35","C C L D D G"
"2013020005",250,3,"EV","14:485:12","SHOT","DET ONGOAL - #18 ANDERSSON, Wrist, Off. Zone, 9 ft.","9 63 23 6 55 30","C C L D D G","18 44 71 4 65 35","C C L D D G"
"2013020005",251,3," ","14:495:11","STOP","GOALIE STOPPED","9 63 23 6 55 30","C C L D D G","18 44 71 4 65 35","C C L D D G"
"2013020005",252,3,"EV","14:495:11","FAC","DET won Off. Zone - BUF #65 FLYNN vs DET #18 ANDERSSON","25 28 65 3 10 30","C C C D D G","18 44 71 4 65 35","C C C D D G"
"2013020005",253,3,"EV","14:545:06","SHOT","DET ONGOAL - #44 BERTUZZI, Wrist, Off. Zone, 23 ft.","25 28 65 3 10 30","C C C D D G","18 44 71 4 65 35","C C C D D G"
"2013020005",254,3,"EV","15:005:00","HIT","BUF #3 PYSYK HIT DET #71 CLEARY, Def. Zone","25 28 65 3 10 30","C C C D D G","18 44 71 4 65 35","C C C D D G"
"2013020005",255,3,"EV","15:074:53","BLOCK","BUF #10 EHRHOFF BLOCKED BY  DET #18 ANDERSSON, Wrist, Def. Zone","25 28 65 3 10 30","C C C D D G","18 44 71 4 65 35","C C C D D G"
"2013020005",256,3," ","15:364:24","STOP","PUCK FROZEN","19 21 26 20 57 30","C R L D D G","13 8 40 52 55 35","C R L D D G"
"2013020005",257,3,"EV","15:364:24","FAC","DET won Off. Zone - BUF #19 HODGSON vs DET #13 DATSYUK","19 21 26 20 57 30","C R L D D G","13 8 40 52 55 35","C R L D D G"
"2013020005",258,3,"EV","16:023:58","PENL","BUF #20 TALLINDER Tripping(2 min), Def. Zone Drawn By: DET #8 ABDELKADER","19 21 26 20 57 30","C R L D D G","13 8 40 52 55 35","C R L D D G"
"2013020005",259,3,"PP","16:023:58","FAC","DET won Off. Zone - BUF #9 OTT vs DET #90 WEISS","9 36 6 55 30","C R D D G","90 37 44 71 4 35","C R D D G"
"2013020005",260,3,"PP","16:283:32","SHOT","DET ONGOAL - #71 CLEARY, Tip-In, Off. Zone, 7 ft.","9 36 6 55 30","C R D D G","90 37 44 71 4 35","C R D D G"
"2013020005",261,3,"PP","16:323:28","TAKE","DET TAKEAWAY - #90 WEISS, Off. Zone","9 36 6 55 30","C R D D G","90 37 44 71 4 35","C R D D G"
"2013020005",262,3,"PP","17:092:51","SHOT","DET ONGOAL - #93 FRANZEN, Wrist, Off. Zone, 49 ft.","12 65 3 10 30","C C D D G","13 93 11 40 55 35","C C D D G"
"2013020005",263,3,"PP","17:142:46","MISS","DET #40 ZETTERBERG, Wrist, Wide of Net, Off. Zone, 13 ft.","12 65 3 10 30","C C D D G","13 93 11 40 55 35","C C D D G"
"2013020005",264,3,"PP","17:482:12","MISS","DET #11 ALFREDSSON, Slap, Wide of Net, Off. Zone, 55 ft.","12 65 3 10 30","C C D D G","13 93 11 40 55 35","C C D D G"
"2013020005",265,3,"EV","18:131:47","SHOT","DET ONGOAL - #18 ANDERSSON, Wrist, Off. Zone, 30 ft.","19 21 26 3 6 30","C R L D D G","18 8 20 52 65 35","C R L D D G"
"2013020005",266,3," ","18:331:27","STOP","GOALIE STOPPED","19 21 26 6 57 30","C R L D D G","18 8 20 52 65 35","C R L D D G"
"2013020005",267,3,"EV","18:331:27","SHOT","DET ONGOAL - #20 MILLER, Slap, Off. Zone, 60 ft.","19 21 26 6 57 30","C R L D D G","18 8 20 52 65 35","C R L D D G"
"2013020005",268,3,"EV","18:331:27","FAC","BUF won Def. Zone - BUF #9 OTT vs DET #18 ANDERSSON","9 63 23 20 57 30","C C L D D G","18 71 20 4 65 35","C C L D D G"
"2013020005",269,3," ","19:001:00","STOP","PUCK FROZEN","9 28 63 23 20 57","C C C L D D","18 71 40 4 65 35","C C C L D D"
"2013020005",270,3,"EV","19:001:00","FAC","DET won Def. Zone - BUF #19 HODGSON vs DET #13 DATSYUK","19 63 21 26 3 10","C C R L D D","13 11 40 52 55 35","C C R L D D"
"2013020005",271,3,"EV","19:570:03","SHOT","BUF ONGOAL - #10 EHRHOFF, Slap, Neu. Zone, 93 ft.","19 63 21 26 10 57","C C R L D D","13 18 40 52 55 35","C C R L D D"
"2013020005",272,3," ","20:000:00","PEND","Period End- Local time: 10:33 EDT","19 63 21 26 10 57","C C R L D D","13 18 40 52 55 35","C C R L D D"
"2013020005",273,3," ","20:000:00","GEND","Game End- Local time: 10:33 EDT","","","",""
"2013020006",1,1," ","0:0020:00","PSTR","Period Start- Local time: 7:47 MDT","7 11 34 4 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",2,1,"EV","0:0020:00","FAC","COL won Neu. Zone - ANA #11 KOIVU vs COL #9 DUCHENE","7 11 34 4 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",3,1,"EV","0:2619:34","SHOT","ANA ONGOAL - #11 KOIVU, Wrist, Off. Zone, 10 ft.","7 11 34 4 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",4,1,"EV","0:4119:19","TAKE","COL TAKEAWAY - #26 STASTNY, Off. Zone","15 34 10 4 23 30","C C R D D G","26 40 92 6 8 1","C C R D D G"
"2013020006",5,1," ","0:5419:06","STOP","PUCK IN NETTING","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",6,1,"EV","0:5419:06","BLOCK","COL #26 STASTNY BLOCKED BY  ANA #15 GETZLAF, Snap, Def. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",7,1,"EV","0:5419:06","FAC","ANA won Def. Zone - ANA #15 GETZLAF vs COL #26 STASTNY","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",8,1,"EV","1:1418:46","GIVE","COL GIVEAWAY - #26 STASTNY, Def. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",9,1,"EV","1:2418:36","BLOCK","ANA #15 GETZLAF BLOCKED BY  COL #40 TANGUAY, Wrist, Def. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",10,1,"EV","1:2818:32","TAKE","COL TAKEAWAY - #40 TANGUAY, Neu. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",11,1,"EV","1:4018:20","HIT","ANA #6 LOVEJOY HIT COL #15 PARENTEAU, Neu. Zone","22 8 33 6 55 30","C R R D D G","29 15 11 16 61 1","C R R D D G"
"2013020006",12,1,"EV","1:5518:05","HIT","COL #11 MCGINN HIT ANA #6 LOVEJOY, Neu. Zone","22 8 33 6 28 30","C R R D D G","29 15 11 16 61 1","C R R D D G"
"2013020006",13,1,"EV","2:1017:50","SHOT","COL ONGOAL - #29 MACKINNON, Wrist, Off. Zone, 48 ft.","22 8 33 6 28 30","C R R D D G","29 15 11 16 61 1","C R R D D G"
"2013020006",14,1,"EV","2:2417:36","HIT","COL #11 MCGINN HIT ANA #22 PERREAULT, Off. Zone","22 8 33 6 28 30","C R R D D G","29 15 11 4 5 1","C R R D D G"
"2013020006",15,1," ","2:2417:36","STOP","ICING","22 8 33 45 55 30","C R R D D G","29 15 11 4 5 1","C R R D D G"
"2013020006",16,1,"EV","2:2417:36","FAC","ANA won Def. Zone - ANA #22 PERREAULT vs COL #7 MITCHELL","22 8 33 45 55 30","C R R D D G","7 55 58 4 5 1","C R R D D G"
"2013020006",17,1,"EV","2:4817:12","GIVE","COL GIVEAWAY - #4 BARRIE, Def. Zone","13 21 39 45 55 30","C C L D D G","7 55 58 4 5 1","C C L D D G"
"2013020006",18,1,"EV","3:0216:58","HIT","ANA #45 VATANEN HIT COL #55 MCLEOD, Neu. Zone","13 21 39 45 55 30","C C L D D G","7 55 58 4 5 1","C C L D D G"
"2013020006",19,1,"EV","3:0716:53","SHOT","COL ONGOAL - #7 MITCHELL, Wrist, Off. Zone, 19 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 16 61 1","C C L D D G"
"2013020006",20,1,"EV","3:4516:15","HIT","COL #17 DOWNIE HIT ANA #34 WINNIK, Off. Zone","7 11 34 4 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",21,1,"EV","4:0016:00","SHOT","ANA ONGOAL - #7 COGLIANO, Wrist, Off. Zone, 17 ft.","7 11 34 4 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",22,1,"EV","4:0715:53","HIT","ANA #7 COGLIANO HIT COL #61 BENOIT, Off. Zone","7 11 34 6 23 30","C C C D D G","9 90 17 16 61 1","C C C D D G"
"2013020006",23,1,"EV","4:2915:31","PENL","COL #26 STASTNY Tripping(2 min), Def. Zone Drawn By: ANA #15 GETZLAF","15 10 62 6 28 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",24,1,"PP","4:2915:31","FAC","ANA won Off. Zone - ANA #15 GETZLAF vs COL #7 MITCHELL","13 15 10 4 45 30","C C R D D G","7 55 5 8 1","C C R D D G"
"2013020006",25,1,"SH","4:4215:18","BLOCK","ANA #45 VATANEN BLOCKED BY  COL #55 MCLEOD, Slap, Def. Zone","13 15 10 4 45 30","C C R D D G","7 55 5 8 1","C C R D D G"
"2013020006",26,1,"SH","4:5315:07","HIT","COL #8 HEJDA HIT ANA #4 FOWLER, Def. Zone","13 15 10 4 45 30","C C R D D G","7 90 5 8 1","C C R D D G"
"2013020006",27,1,"PP","5:0015:00","SHOT","ANA ONGOAL - #4 FOWLER, Wrist, Off. Zone, 51 ft.","13 15 10 4 45 30","C C R D D G","7 90 5 8 1","C C R D D G"
"2013020006",28,1,"SH","5:3214:28","GIVE","COL GIVEAWAY - #16 SARICH, Def. Zone","13 21 8 10 23 30","C C R R D G","29 11 16 61 1","C C R R D G"
"2013020006",29,1," ","6:2913:31","STOP","GOALIE STOPPED","22 8 33 6 28 30","C R R D D G","40 92 5 8 1","C R R D D G"
"2013020006",30,1,"EV","6:2913:31","FAC","COL won Def. Zone - ANA #11 KOIVU vs COL #7 MITCHELL","7 11 34 6 28 30","C C C D D G","7 26 55 4 6 1","C C C D D G"
"2013020006",31,1,"EV","6:4013:20","HIT","ANA #7 COGLIANO HIT COL #55 MCLEOD, Neu. Zone","7 11 34 6 28 30","C C C D D G","7 55 58 4 6 1","C C C D D G"
"2013020006",32,1," ","7:0412:56","STOP","ICING","11 21 34 28 45 30","C C C D D G","7 90 17 4 16 1","C C C D D G"
"2013020006",33,1,"EV","7:0412:56","FAC","COL won Off. Zone - ANA #11 KOIVU vs COL #9 DUCHENE","11 21 34 28 45 30","C C C D D G","9 90 17 5 61 1","C C C D D G"
"2013020006",34,1,"EV","7:1112:49","SHOT","COL ONGOAL - #17 DOWNIE, Wrist, Off. Zone, 39 ft.","11 21 34 28 45 30","C C C D D G","9 90 17 5 61 1","C C C D D G"
"2013020006",35,1,"EV","7:3912:21","BLOCK","COL #61 BENOIT BLOCKED BY  ANA #21 PALMIERI, Slap, Def. Zone","13 21 39 4 23 30","C C L D D G","9 90 17 5 61 1","C C L D D G"
"2013020006",36,1,"EV","7:5412:06","HIT","COL #9 DUCHENE HIT ANA #23 BEAUCHEMIN, Off. Zone","13 21 39 4 23 30","C C L D D G","9 90 17 4 5 1","C C L D D G"
"2013020006",37,1,"EV","8:3011:30","HIT","ANA #45 VATANEN HIT COL #92 LANDESKOG, Def. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 8 16 1","C R L D D G"
"2013020006",38,1," ","8:4011:20","STOP","OFFSIDE,TV TIMEOUT","15 10 62 45 55 30","C R L D D G","26 40 92 8 16 1","C R L D D G"
"2013020006",39,1,"EV","8:4011:20","FAC","ANA won Def. Zone - ANA #15 GETZLAF vs COL #29 MACKINNON","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",40,1," ","8:4811:12","STOP","ICING","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",41,1,"EV","8:4811:12","FAC","ANA won Def. Zone - ANA #15 GETZLAF vs COL #29 MACKINNON","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",42,1,"EV","9:1110:49","HIT","ANA #62 MAROON HIT COL #29 MACKINNON, Off. Zone","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",43,1,"EV","9:1210:48","TAKE","ANA TAKEAWAY - #62 MAROON, Off. Zone","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",44,1,"EV","9:1910:41","BLOCK","ANA #6 LOVEJOY BLOCKED BY  COL #8 HEJDA, Wrist, Def. Zone","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",45,1,"EV","9:2310:37","MISS","ANA #10 PERRY, Wrist, Wide of Net, Off. Zone, 45 ft.","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",46,1,"EV","9:2410:36","HIT","COL #11 MCGINN HIT ANA #10 PERRY, Def. Zone","15 10 62 6 28 30","C R L D D G","29 15 11 6 8 1","C R L D D G"
"2013020006",47,1,"EV","10:179:43","HIT","COL #5 GUENIN HIT ANA #33 SILFVERBERG, Def. Zone","22 8 33 4 23 30","C R R D D G","9 90 17 4 5 1","C R R D D G"
"2013020006",48,1,"EV","10:189:42","TAKE","COL TAKEAWAY - #5 GUENIN, Def. Zone","22 8 33 4 23 30","C R R D D G","9 90 17 4 5 1","C R R D D G"
"2013020006",49,1,"EV","10:389:22","GIVE","COL GIVEAWAY - #5 GUENIN, Def. Zone","13 21 39 45 55 30","C C L D D G","7 55 58 4 5 1","C C L D D G"
"2013020006",50,1,"EV","10:409:20","MISS","ANA #39 BELESKEY, Backhand, Wide of Net, Off. Zone, 28 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 4 5 1","C C L D D G"
"2013020006",51,1,"EV","10:509:10","SHOT","COL ONGOAL - #55 MCLEOD, Backhand, Off. Zone, 34 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 4 5 1","C C L D D G"
"2013020006",52,1,"EV","10:559:05","MISS","COL #55 MCLEOD, Snap, Wide of Net, Off. Zone, 41 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 6 8 1","C C L D D G"
"2013020006",53,1,"EV","11:138:47","SHOT","COL ONGOAL - #55 MCLEOD, Wrist, Off. Zone, 40 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 6 8 1","C C L D D G"
"2013020006",54,1,"EV","11:208:40","SHOT","COL ONGOAL - #8 HEJDA, Wrist, Off. Zone, 45 ft.","13 21 39 45 55 30","C C L D D G","7 55 58 4 8 1","C C L D D G"
"2013020006",55,1," ","11:208:40","STOP","GOALIE STOPPED,TV TIMEOUT","13 21 39 45 55 30","C C L D D G","7 55 58 4 8 1","C C L D D G"
"2013020006",56,1,"EV","11:208:40","FAC","ANA won Def. Zone - ANA #11 KOIVU vs COL #29 MACKINNON","7 11 34 6 28 30","C C C D D G","29 15 11 4 5 1","C C C D D G"
"2013020006",57,1,"EV","11:328:28","BLOCK","ANA #6 LOVEJOY BLOCKED BY  COL #4 BARRIE, Slap, Def. Zone","7 11 34 6 28 30","C C C D D G","29 15 11 4 5 1","C C C D D G"
"2013020006",58,1,"EV","11:458:15","PENL","ANA #34 WINNIK Hooking(2 min), Off. Zone Drawn By: COL #5 GUENIN","7 11 34 6 28 30","C C C D D G","29 15 11 4 5 1","C C C D D G"
"2013020006",59,1,"PP","11:458:15","FAC","COL won Off. Zone - ANA #15 GETZLAF vs COL #26 STASTNY","13 15 4 23 30","C C D D G","26 15 92 4 6 1","C C D D G"
"2013020006",60,1,"SH","12:087:52","TAKE","ANA TAKEAWAY - #11 KOIVU, Def. Zone","7 11 4 23 30","C C D D G","26 15 92 4 6 1","C C D D G"
"2013020006",61,1,"PP","12:277:33","MISS","COL #26 STASTNY, Deflected, Wide of Net, Off. Zone, 12 ft.","7 11 28 55 30","C C D D G","26 15 92 4 6 1","C C D D G"
"2013020006",62,1,"PP","12:497:11","SHOT","COL ONGOAL - #9 DUCHENE, Wrist, Off. Zone, 24 ft.","15 10 28 55 30","C R D D G","9 90 17 40 61 1","C R D D G"
"2013020006",63,1," ","12:497:11","STOP","PUCK IN NETTING","15 10 28 55 30","C R D D G","9 90 17 40 61 1","C R D D G"
"2013020006",64,1,"PP","12:497:11","FAC","COL won Off. Zone - ANA #13 BONINO vs COL #9 DUCHENE","13 33 4 23 30","C R D D G","9 90 17 40 61 1","C R D D G"
"2013020006",65,1,"SH","12:567:04","BLOCK","COL #40 TANGUAY BLOCKED BY  ANA #33 SILFVERBERG, Slap, Def. Zone","13 33 4 23 30","C R D D G","9 90 17 40 61 1","C R D D G"
"2013020006",66,1," ","13:556:05","STOP","OFFSIDE","22 34 8 28 55 30","C C R D D G","29 17 11 4 16 1","C C R D D G"
"2013020006",67,1,"EV","13:556:05","FAC","ANA won Def. Zone - ANA #22 PERREAULT vs COL #29 MACKINNON","22 8 39 6 23 30","C R L D D G","29 15 11 4 16 1","C R L D D G"
"2013020006",68,1," ","14:095:51","STOP","ICING","22 8 39 6 23 30","C R L D D G","29 15 11 4 16 1","C R L D D G"
"2013020006",69,1,"EV","14:095:51","FAC","ANA won Def. Zone - ANA #22 PERREAULT vs COL #29 MACKINNON","22 8 39 6 23 30","C R L D D G","29 15 11 4 5 1","C R L D D G"
"2013020006",70,1,"EV","14:345:26","SHOT","ANA ONGOAL - #39 BELESKEY, Wrist, Off. Zone, 9 ft.","22 8 39 6 23 30","C R L D D G","29 15 11 4 5 1","C R L D D G"
"2013020006",71,1,"EV","14:385:22","SHOT","ANA ONGOAL - #6 LOVEJOY, Slap, Off. Zone, 57 ft.","22 8 39 6 23 30","C R L D D G","29 15 11 4 5 1","C R L D D G"
"2013020006",72,1," ","14:395:21","STOP","GOALIE STOPPED,TV TIMEOUT","22 8 39 6 23 30","C R L D D G","29 15 11 4 5 1","C R L D D G"
"2013020006",73,1,"EV","14:395:21","FAC","COL won Def. Zone - ANA #15 GETZLAF vs COL #26 STASTNY","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",74,1,"EV","14:475:13","SHOT","ANA ONGOAL - #55 ALLEN, Wrist, Off. Zone, 48 ft.","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",75,1," ","14:475:13","STOP","GOALIE STOPPED","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",76,1,"EV","14:475:13","FAC","ANA won Off. Zone - ANA #15 GETZLAF vs COL #26 STASTNY","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",77,1,"EV","15:074:53","TAKE","ANA TAKEAWAY - #15 GETZLAF, Def. Zone","15 10 62 45 55 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",78,1,"EV","15:274:33","BLOCK","ANA #34 WINNIK BLOCKED BY  COL #61 BENOIT, Wrist, Def. Zone","7 11 34 4 23 30","C C C D D G","26 40 92 16 61 1","C C C D D G"
"2013020006",79,1," ","15:274:33","STOP","PUCK IN NETTING","7 11 34 4 23 30","C C C D D G","26 40 92 16 61 1","C C C D D G"
"2013020006",80,1,"EV","15:274:33","FAC","ANA won Off. Zone - ANA #22 PERREAULT vs COL #9 DUCHENE","22 8 33 4 23 30","C R R D D G","9 90 17 16 61 1","C R R D D G"
"2013020006",81,1,"EV","15:384:22","TAKE","COL TAKEAWAY - #90 O'REILLY, Off. Zone","22 8 33 4 23 30","C R R D D G","9 90 17 16 61 1","C R R D D G"
"2013020006",82,1,"EV","15:394:21","GOAL","COL #90 O'REILLY(1), Wrist, Off. Zone, 28 ft.","22 8 33 4 23 30","C R R D D G","9 90 17 16 61 1","C R R D D G"
"2013020006",83,1,"EV","15:394:21","FAC","ANA won Neu. Zone - ANA #11 KOIVU vs COL #7 MITCHELL","7 11 34 4 23 30","C C C D D G","7 55 58 4 5 1","C C C D D G"
"2013020006",84,1,"EV","15:504:10","GIVE","COL GIVEAWAY - #5 GUENIN, Def. Zone","7 11 34 6 23 30","C C C D D G","7 55 58 4 5 1","C C C D D G"
"2013020006",85,1,"EV","16:023:58","SHOT","COL ONGOAL - #5 GUENIN, Slap, Off. Zone, 63 ft.","7 11 34 6 23 30","C C C D D G","7 55 58 4 5 1","C C C D D G"
"2013020006",86,1,"EV","16:063:54","HIT","COL #7 MITCHELL HIT ANA #6 LOVEJOY, Off. Zone","7 11 34 6 23 30","C C C D D G","7 55 58 4 5 1","C C C D D G"
"2013020006",87,1,"EV","16:323:28","TAKE","COL TAKEAWAY - #7 MITCHELL, Def. Zone","13 21 39 6 28 30","C C L D D G","7 15 11 6 8 1","C C L D D G"
"2013020006",88,1,"EV","16:393:21","HIT","ANA #39 BELESKEY HIT COL #6 JOHNSON, Neu. Zone","13 21 39 6 28 30","C C L D D G","7 15 11 6 8 1","C C L D D G"
"2013020006",89,1,"EV","16:583:02","HIT","COL #11 MCGINN HIT ANA #28 FISTRIC, Off. Zone","21 22 33 6 28 30","C C R D D G","29 15 11 16 61 1","C C R D D G"
"2013020006",90,1,"EV","17:112:49","HIT","ANA #22 PERREAULT HIT COL #61 BENOIT, Off. Zone","22 8 33 45 55 30","C R R D D G","29 15 11 16 61 1","C R R D D G"
"2013020006",91,1,"EV","17:192:41","SHOT","ANA ONGOAL - #8 SELANNE, Wrist, Off. Zone, 18 ft.","22 8 33 45 55 30","C R R D D G","29 15 11 16 61 1","C R R D D G"
"2013020006",92,1,"EV","17:322:28","SHOT","COL ONGOAL - #5 GUENIN, Slap, Off. Zone, 65 ft.","22 8 33 45 55 30","C R R D D G","29 40 92 4 5 1","C R R D D G"
"2013020006",93,1,"EV","17:342:26","BLOCK","COL #40 TANGUAY BLOCKED BY  ANA #45 VATANEN, Wrist, Def. Zone","22 8 33 45 55 30","C R R D D G","29 40 92 4 5 1","C R R D D G"
"2013020006",94,1,"EV","17:472:13","GIVE","ANA GIVEAWAY - #8 SELANNE, Off. Zone","15 8 62 23 55 30","C R L D D G","29 40 92 4 5 1","C R L D D G"
"2013020006",95,1,"EV","17:492:11","TAKE","ANA TAKEAWAY - #15 GETZLAF, Off. Zone","15 8 62 23 55 30","C R L D D G","29 40 92 4 5 1","C R L D D G"
"2013020006",96,1,"EV","17:532:07","MISS","ANA #15 GETZLAF, Backhand, Wide of Net, Off. Zone, 28 ft.","15 8 62 4 23 30","C R L D D G","29 40 92 4 5 1","C R L D D G"
"2013020006",97,1,"EV","18:071:53","TAKE","ANA TAKEAWAY - #15 GETZLAF, Def. Zone","15 8 62 4 23 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",98,1,"EV","18:181:42","SHOT","COL ONGOAL - #26 STASTNY, Backhand, Neu. Zone, 81 ft.","15 10 62 4 23 30","C R L D D G","26 40 92 6 8 1","C R L D D G"
"2013020006",99,1,"EV","18:301:30","SHOT","COL ONGOAL - #17 DOWNIE, Wrist, Off. Zone, 41 ft.","15 10 62 4 23 30","C R L D D G","9 90 17 6 8 1","C R L D D G"
"2013020006",100,1,"EV","18:311:29","SHOT","COL ONGOAL - #90 O'REILLY, Wrist, Off. Zone, 32 ft.","15 10 62 4 23 30","C R L D D G","9 90 17 6 8 1","C R L D D G"
"2013020006",101,1,"EV","18:331:27","SHOT","COL ONGOAL - #90 O'REILLY, Backhand, Off. Zone, 33 ft.","15 10 62 4 23 30","C R L D D G","9 90 17 6 8 1","C R L D D G"
"2013020006",102,1,"EV","19:010:59","BLOCK","ANA #7 COGLIANO BLOCKED BY  COL #61 BENOIT, Wrist, Def. Zone","7 11 34 6 28 30","C C C D D G","9 90 17 8 61 1","C C C D D G"
"2013020006",103,1,"EV","19:120:48","BLOCK","COL #90 O'REILLY BLOCKED BY  ANA #6 LOVEJOY, Slap, Def. Zone","7 11 34 6 28 30","C C C D D G","29 90 17 16 61 1","C C C D D G"
